id;name;color_r;color_g;color_b;group;isdrum;gm_inst
140036d2f84ca37;Stereo Grand Mellow;0.4588235294;0.2196078431;0.3333333333;13fefadfeada756;0;1
140452c1623e517;Stereo Grand Mellow (Filtered);0.4588235294;0.2196078431;0.3333333333;13fefadfeada756;0;1
1400bf3a537253f;Stereo Grand Bright;0.4588235294;0.2196078431;0.3333333333;13fefadfeada756;0;1
1400c30196b3a17;CP-80 EP;0.7411764706;0.4823529412;0.7882352941;13fefadfeada756;0;5
140653382cf3774;Clavinet;0.7333333333;0.7490196078;0.3137254902;13fefadfeada756;0;8
14068820564f03d;DX7 Wave;0.8;0.9647058824;0.6784313725;13fefadfeada756;0;null
14068834e8ee73d;DX7 Strike;0.1803921569;0.0509803922;0.8901960784;13fefadfeada756;0;null
1406899a022d3ca;Electric Piano 2MS;0.4823529412;0.5647058824;0.6784313725;13fefadfeada756;0;6
1406a75cd901b2e;Harpsichord #1;0.768627451;0.1921568627;0.1019607843;13fefadfeada756;0;7
1406a77fd62ecba;Harpsichord #2;0.5843137255;0.6862745098;0.4039215686;13fefadfeada756;0;7
1406a901e6f59e4;Honky-Tonk;0.031372549;0.3137254902;0.5176470588;13fefadfeada756;0;4
140752cbdc3f98b;Rhodes F;0.6784313725;0.631372549;0.7607843137;13fefadfeada756;0;3
14075990202330a;Rhodes M;0.1568627451;0.6666666667;0.6352941176;13fefadfeada756;0;3
140759c82cbc4ff;Rhodes P;0.1215686275;0.5803921569;0.4980392157;13fefadfeada756;0;3
1404781b662de9b;Tubular Bells;0.6431372549;0.3647058824;0.6156862745;13fefae17715623;0;15
1406528e3112e8f;Church Bells;0.6431372549;0.3647058824;0.6156862745;13fefae17715623;0;null
1407aa34a62d1ab;Tinker Bell;0.431372549;0.6156862745;0.5215686275;13fefae17715623;0;113
1404787fe10f490;Bell Tower;0.3882352941;0.3137254902;0.2745098039;13fefae17715623;0;null
14064f4e8251dd4;Celeste;0.168627451;0.7254901961;0.7019607843;13fefae17715623;0;null
140687de4239fe8;Dulcimer;0.8745098039;0.9960784314;0.831372549;13fefae17715623;0;16
14068c28f4c513c;Glockenspiel;0.6235294118;0.8823529412;0.7058823529;13fefae17715623;0;10
140785099afedb9;Glockenspiel Loop;0.3490196078;0.1843137255;0.5725490196;13fefae17715623;0;10
1406df406bf8fb6;Marimba;0.4784313725;0.6705882353;0.1098039216;13fefae17715623;0;13
1407009e987ee50;Music Box;0.3137254902;0.3568627451;0.7137254902;13fefae17715623;0;11
140700a37abe00b;Music Box Delay;0.3333333333;0.4352941176;0.5529411765;13fefae17715623;0;11
1407aca1ef444f6;Vibraphone;0.2549019608;0.537254902;0.3725490196;13fefae17715623;0;12
1407b0ce297c005;Xylophone;0.7803921569;0.2980392157;0.7843137255;13fefae17715623;0;14
14045afb227c5f8;Accordian #1;0.0235294118;0.4862745098;0.3411764706;13fefae8e3bf2c5;0;22
14045ca94365e6a;Accordian #2;0.0784313725;0.937254902;0.2392156863;13fefae8e3bf2c5;0;22
14045d927104a8b;Accordian #2 (delay #1);0.0784313725;0.937254902;0.2392156863;13fefae8e3bf2c5;0;22
14045d941c0d36e;Accordian #2 (delay #2);0.0784313725;0.937254902;0.2392156863;13fefae8e3bf2c5;0;22
1406db8da1f0948;Italian Accordian;0.0784313725;0.937254902;0.2392156863;13fefae8e3bf2c5;0;22
14046dbc2c825bb;Bandoneon #1;0.0235294118;0.4862745098;0.3411764706;13fefae8e3bf2c5;0;null
14046e2768d3c30;Bandoneon #2;0.0235294118;0.4862745098;0.3411764706;13fefae8e3bf2c5;0;null
140699cf00fe380;Hammond Organ;0.8862745098;0.937254902;0.6705882353;13fefae8e3bf2c5;0;18
14069a735526821;Harmonica;0.3019607843;0.631372549;0.0078431373;13fefae8e3bf2c5;0;23
14074a14498a6c7;Organ Fast Cycle;0.6235294118;0.5450980392;0.7058823529;13fefae8e3bf2c5;0;17
14074b1ce673c93;Organ Percussion;0.3137254902;0.6470588235;0.3176470588;13fefae8e3bf2c5;0;17
14074b6717b79fa;Organ Slow Cycle;0.0431372549;0.4666666667;0.368627451;13fefae8e3bf2c5;0;17
14074d99f037452;Pipe Organ;0.7960784314;0.5411764706;0.9803921569;13fefae8e3bf2c5;0;17
1407522d19b4f4c;Reed Organ #1;0.0235294118;0.4862745098;0.3411764706;13fefae8e3bf2c5;0;21
1407528a0b13b9c;Reed Organ #2;0.0235294118;0.4862745098;0.3411764706;13fefae8e3bf2c5;0;21
14045897efd790a;12-String Guitar #1;0.0274509804;0.0980392157;0.8078431373;13fefae9c8106d7;0;null
140458e6577689d;12-String Guitar #2;0.0274509804;0.0980392157;0.8078431373;13fefae9c8106d7;0;null
140653bf1f90cb3;Clean Guitar;0.7764705882;0.1843137255;0.7450980392;13fefae9c8106d7;0;28
140658b42091c7e;Distortion Guitar #1;0.0078431373;0.0784313725;0.1098039216;13fefae9c8106d7;0;31
140659995a5f681;Distortion Guitar #2;0.1882352941;0.5254901961;0.7254901961;13fefae9c8106d7;0;31
14068dd9b1753a2;Guitar Feedback;0.0078431373;0.3490196078;0.5254901961;13fefae9c8106d7;0;null
14068e36a4d449a;Guitar Harmonics;0.5019607843;0.8274509804;0.3764705882;13fefae9c8106d7;0;32
1406a8163b331d8;Hawaiian Guitar;0.9411764706;0.1411764706;0.2352941176;13fefae9c8106d7;0;null
1406dce02e99049;Jazz Guitar;0.631372549;0.7647058824;0.5019607843;13fefae9c8106d7;0;27
140701c32ea2030;Muted Guitar;0.5803921569;0.462745098;0.9921568627;13fefae9c8106d7;0;29
140466b1f4b501b;Nylon Guitar;0.0509803922;0.5607843137;0.8117647059;13fefae9c8106d7;0;25
14074bd04756eef;Overdrive Guitar;0.7607843137;0.7411764706;0.3803921569;13fefae9c8106d7;0;30
1404592f2cad77e;Steel Guitar;0.1647058824;0.3450980392;0.9490196078;13fefae9c8106d7;0;26
14068a8f3640d27;Guitar Click;0.368627451;0.0078431373;0.3176470588;13fefae9c8106d7;0;null
14068d7d6ab68e4;Guitar Cut Up;0.5450980392;0.0078431373;0.2117647059;13fefae9c8106d7;0;null
14068d7fecaf4bc;Guitar Cut Down;0.0431372549;0.9529411765;0.3019607843;13fefae9c8106d7;0;null
14068d81555d464;Guitar Slap;0.0588235294;0.8352941176;0.2588235294;13fefae9c8106d7;0;null
14045f14af02ebc;Acoustic Bass;0.6784313725;0.2588235294;0.7843137255;13fefaead755592;0;33
14065a70c3807c1;Double Bass;0.2;0.568627451;0.4078431373;13fefaead755592;0;null
14068a3f13b2bef;Finger Bass;0.9921568627;0.6509803922;0.9333333333;13fefaead755592;0;34
14068bb0a098e8b;Fretless Bass;0.7764705882;0.6039215686;0.7019607843;13fefaead755592;0;36
14074d0cee06bab;Pick Bass;0.1098039216;0.7294117647;0.1490196078;13fefaead755592;0;null
1407a7ed6247291;Techno Bass;0.5921568627;0.6235294118;0.4117647059;13fefaead755592;0;null
14075f77fafc211;Slap Bass #1;0.0156862745;0.0156862745;0.8392156863;13fefaead755592;0;37
14076010968126b;Slap Bass #2 F;0.3529411765;0.6862745098;0.0980392157;13fefaead755592;0;38
1407601f18ed68d;Slap Bass #2 P;0.9176470588;0.968627451;0.2352941176;13fefaead755592;0;38
14078380ce719a3;Synth Bass #1;0.9647058824;0.8509803922;0.6549019608;13fefaead755592;0;39
140783b37a7f438;Synth Bass #2;0.1294117647;0.7647058824;0.3450980392;13fefaead755592;0;40
140783e6bc1d5eb;Synth Bass #3;0.9647058824;0.8509803922;0.6549019608;13fefaead755592;0;40
140784392560143;Synth Bass Loop;0.8078431373;0.8588235294;0.7568627451;13fefaead755592;0;null
140650acdd139a6;Cello;0.8588235294;0.6980392157;0.5058823529;13fefaebab36b90;0;43
140654735d4e2cf;Cello Attack;0.3607843137;0.8941176471;0.9137254902;13fefaebab36b90;0;null
1407494e878b137;Orchestral Harp;0.9490196078;0.662745098;0.1607843137;13fefaebab36b90;0;47
1407502013a21e8;Pizzicato Strings;0.5215686275;0.2392156863;0.3764705882;13fefaebab36b90;0;46
1407826a9c2b495;Strings;0.4823529412;0.9019607843;0.7333333333;13fefaebab36b90;0;49
14078596b663e49;Synth Strings #1;0.8196078431;0.9411764706;0.2941176471;13fefaebab36b90;0;51
140785c6fcd59a7;Synth Strings #2;0.8784313725;0.4745098039;0.2784313725;13fefaebab36b90;0;51
1406895142928a8;Synth Strings #5;0.6941176471;0.9529411765;0.3058823529;13fefaebab36b90;0;52
14076083f53a42d;Synth Strings #5 (Solar Wind);0.6941176471;0.9529411765;0.3058823529;13fefaebab36b90;0;52
14068979d59afc8;Synth Strings #6;0.6941176471;0.9529411765;0.3058823529;13fefaebab36b90;0;52
1406553ae78ef8b;Timpani Hard;0.9137254902;0.3725490196;0.5921568627;13fefaebab36b90;0;48
140655463b030c1;Timpani Soft;0.5764705882;0.5764705882;0.7529411765;13fefaebab36b90;0;48
1407acda32ff82b;Viola;0.4156862745;0.4117647059;0.1058823529;13fefaebab36b90;0;42
1407ae2b127d4bc;Violin;0.3411764706;0.9921568627;0.0117647059;13fefaebab36b90;0;41
1407aec1587079b;Violin Strike;0.6784313725;0.9529411765;0.6901960784;13fefaebab36b90;0;41
1406556c68407a8;Concert Choir;0.6196078431;0.6666666667;0.0588235294;13fefaed4414987;0;null
14073b1eb2d4ea0;Orchestra Hit #1;0.8470588235;0.1411764706;0.768627451;13fefaed4414987;0;56
140748a778cc42b;Orchestra Hit #2;0.8588235294;0.4039215686;0.4156862745;13fefaed4414987;0;56
1407608f6b8105d;Ohh Voice;0.5450980392;0.6156862745;0.1921568627;13fefaed4414987;0;54
1407614e764112a;Solo Vox #1;0.0941176471;0.3647058824;0.5137254902;13fefaed4414987;0;null
1407619a40b5b1a;Solo Vox #2;0.4156862745;0.3568627451;0.9529411765;13fefaed4414987;0;null
14068c619e89c66;Synth Voice Oohs;0.831372549;0.4901960784;0.8;13fefaed4414987;0;54
14069976f0e6273;Synth Voice Aahs;0.5333333333;0.0196078431;0.7921568627;13fefaed4414987;0;53
1407af17cd2a41b;Voice Oohs;0.0549019608;0.2901960784;0.4235294118;13fefaed4414987;0;54
14047bc60977b8a;Brass Section;0.0705882353;0.0549019608;0.0549019608;13fefaee40bacaf;0;62
1407022182d90fc;Muted Trumpet #1;0.937254902;0.8235294118;0.8196078431;13fefaee40bacaf;0;60
1407024da20a3e6;Muted Trumpet #2;0.937254902;0.8235294118;0.8196078431;13fefaee40bacaf;0;60
14068b65a1bae9d;French Horn;0.5137254902;0.1411764706;0.2117647059;13fefaee40bacaf;0;61
1406a9658143245;Horns Thin #1;0.6470588235;0.368627451;0.2235294118;13fefaee40bacaf;0;70
1406d9f04b29a5c;Horns Thin #2;0.5568627451;0.8901960784;0.5137254902;13fefaee40bacaf;0;70
140783f9cf92a47;Synth Brass #1;0.9647058824;0.8509803922;0.6549019608;13fefaee40bacaf;0;63
140784198da95f4;Synth Brass #2;0.9294117647;0.9215686275;0.1333333333;13fefaee40bacaf;0;64
14078428aa74288;Synth Brass #3;0.6039215686;0.1098039216;0.7058823529;13fefaee40bacaf;0;64
14078483342c5e3;Synth Brass #3 (2);0.6039215686;0.1098039216;0.7058823529;13fefaee40bacaf;0;64
1407ab972aee98a;Trombone #1;0.8509803922;0.0078431373;0.1098039216;13fefaee40bacaf;0;58
1407abcb92403c2;Trombone #2;0.8509803922;0.0078431373;0.1098039216;13fefaee40bacaf;0;58
1407abd91520a50;Trumpet #1;0;0.6431372549;0.9098039216;13fefaee40bacaf;0;57
1407ac32e77184c;Trumpet #2;0.9176470588;0.5137254902;0.631372549;13fefaee40bacaf;0;57
1407ac53a5675ee;Tuba;0.8666666667;0.3843137255;0.6941176471;13fefaee40bacaf;0;59
1404653b696a0f8;Alto Saxophone;0.4745098039;0.6862745098;0.5490196078;13fefaef0ef730a;0;66
14046f1c0077548;Baritone Saxophone;0.168627451;0.8392156863;0.2980392157;13fefaef0ef730a;0;68
140761ce3995ec8;Soprano Saxophone;0.2666666667;0.3098039216;0.9607843137;13fefaef0ef730a;0;65
1407a8f82255862;Tenor Saxophone;0.7803921569;0.8;0.8392156863;13fefaef0ef730a;0;67
13ffdf25b5b5fac;English Horn;0.1215686275;0.4862745098;0.9882352941;13fefaef0ef730a;0;70
140470f6fd0cf37;Bassoon;0.8509803922;0.6;0.5647058824;13fefaef0ef730a;0;71
140652c17f86011;Clarinet;0.3725490196;0.2;0.4392156863;13fefaef0ef730a;0;72
14070b40f506414;Oboe;0.5647058824;0.0941176471;0.7019607843;13fefaef0ef730a;0;69
14047a1889f68e0;Bottle Blow #1;0.5725490196;0.3725490196;0.7450980392;13fefaf08896f96;0;77
14047a2af882b75;Bottle Blow #2;0.5725490196;0.3725490196;0.7450980392;13fefaf08896f96;0;77
14047b2caff04c2;Bottle Blow #3;0.5725490196;0.3725490196;0.7450980392;13fefaf08896f96;0;77
14065177d26e844;Chiffer Lead;0.2352941176;0.0274509804;0.1137254902;13fefaf08896f96;0;85
14068a9bbc0b4f2;Flute;0.8470588235;0.2470588235;0.9215686275;13fefaf08896f96;0;74
14070cb6099c31f;Ocarina;0.5450980392;0.8588235294;0.4745098039;13fefaf08896f96;0;80
1407af99f9fddba;Ocarina Fx;0.7294117647;0.2235294118;0.6078431373;13fefaf08896f96;0;80
14074c81588f82b;Pan Flute #1;0.7607843137;0.0078431373;0.1294117647;13fefaf08896f96;0;76
14074c98a7a8ed2;Pan Flute #2;0.2980392157;0.1882352941;0.5803921569;13fefaf08896f96;0;76
14074ccf1ade98c;Piccolo;0.5098039216;0.4588235294;0.3529411765;13fefaf08896f96;0;73
140751c14932c25;Recorder;0.2274509804;0.6745098039;0.8549019608;13fefaf08896f96;0;75
14075dfc835feff;Shakuhachi;0.0901960784;0.2196078431;0.9333333333;13fefaf08896f96;0;78
1407aff0440b7f2;Whistle;0.8509803922;0.0431372549;0.5137254902;13fefaf08896f96;0;79
14074cba5e7baa1;Percussive Saw Wave;0.0274509804;0.4470588235;0.0392156863;13fefaf15baf963;0;null
140750c8bfcc0d9;Polysynth #1;0.7921568627;0.6823529412;0.8509803922;13fefaf15baf963;0;91
140750ea2512cb8;Polysynth #2;0.1254901961;0.1058823529;0.3921568627;13fefaf15baf963;0;91
14075afa906817d;Saw Lead #1;0.9647058824;0.8509803922;0.6549019608;13fefaf15baf963;0;82
14075afa8e9c398;Saw Lead #2;0.9647058824;0.8509803922;0.6549019608;13fefaf15baf963;0;82
14075ee5871cb87;Sine Wave;0.9647058824;0.8509803922;0.6549019608;13fefaf15baf963;0;null
140762652d55f0d;Square Lead;0.9647058824;0.8509803922;0.6549019608;13fefaf15baf963;0;81
140784ad3c8c492;Synth Calliope;0.2470588235;0.7450980392;0.6666666667;13fefaf15baf963;0;83
14047b61d1c03a6;Bowed Glass;0.1921568627;0.8235294118;0.8431372549;13fefaf2d917d71;0;null
1404bb6bd60a6f9;Bright Saw Stack;0.9058823529;0.1568627451;0.031372549;13fefaf2d917d71;0;null
140659eb4543138;Doctor Solo #1;0.9647058824;0.8509803922;0.6549019608;13fefaf2d917d71;0;null
14065a1268be387;Doctor Solo #2;0.8862745098;0.9568627451;0.9921568627;13fefaf2d917d71;0;null
1407008866fc39b;Metal Pad;0.1647058824;0.3450980392;0.9490196078;13fefaf2d917d71;0;94
140702630f4e7c9;Mystery Pad;0.2470588235;0.8509803922;0.8156862745;13fefaf2d917d71;0;null
1407858066da0df;Synth Mallet;0.6274509804;0.7294117647;0.8784313725;13fefaf2d917d71;0;null
1407af695b01c0b;Warm Pad;0.4823529412;0.9019607843;0.7333333333;13fefaf2d917d71;0;90
140657cc86bf0d5;Crystal #1;0.7411764706;0.0156862745;0.6745098039;13fefaf4541a20a;0;99
140657ef4225cc5;Crystal #2;0.5647058824;0.8392156863;0.9058823529;13fefaf4541a20a;0;99
14068893c9e9424;Echo Drop;0.0666666667;0.5137254902;0.1137254902;13fefaf4541a20a;0;103
140688be1490100;Echo Pan;0.9647058824;0.8509803922;0.6549019608;13fefaf4541a20a;0;103
14068cffd17c670;Goblin;0.8509803922;0.7921568627;0.8039215686;13fefaf4541a20a;0;102
1406daada091dc6;Ice Rain #1;0.9843137255;0.3490196078;0.8588235294;13fefaf4541a20a;0;97
1406dada76bd505;Ice Rain #2;0.862745098;0.5803921569;0.5333333333;13fefaf4541a20a;0;97
1407622335a5a4d;Soundtrack;0.1607843137;0.168627451;0.0784313725;13fefaf4541a20a;0;98
14046cb2d4937a7;Bagpipe;0.4705882353;0.6117647059;0.2745098039;13fefaf5f19a562;0;110
14046d14a14b212;Chanter Ax1;0.4705882353;0.6117647059;0.2745098039;13fefaf5f19a562;0;null
14046ebd96aa50c;Banjo;0.0745098039;0.7607843137;0.0745098039;13fefaf5f19a562;0;106
1406ddeda32b3ef;Kalimba;0.8039215686;0.4941176471;0.1215686275;13fefaf5f19a562;0;109
1406de1fe608880;Koto;0.3529411765;0.8156862745;0.1450980392;13fefaf5f19a562;0;108
1406de96624694c;Mandolin #1;0.5098039216;0.2901960784;0.568627451;13fefaf5f19a562;0;null
1406deb48cbbfc0;Mandolin #2;0.5647058824;0.3411764706;0.2784313725;13fefaf5f19a562;0;null
14075e09d71d75e;Shamisen;0.6784313725;0.2549019608;0.3294117647;13fefaf5f19a562;0;107
14075e9d260300d;Shenai;0.6745098039;0.9529411765;0.5333333333;13fefaf5f19a562;0;null
14075f37aabbbc4;Sitar;0.4274509804;0.1803921569;0.8705882353;13fefaf5f19a562;0;105
1406df04571a36f;Ukulele;0.7058823529;0.1882352941;0.8039215686;13fefaf5f19a562;0;null
14045f96db0ca05;Agogo;0.1764705882;0.6117647059;0.6901960784;13fefaf81a1a3cf;0;114
14064e91ce91884;Carillon;0.3882352941;0.5647058824;0.1843137255;13fefaf81a1a3cf;0;null
140652018132e71;Cold Glass Wave;0.2784313725;0.2901960784;0.9294117647;13fefaf81a1a3cf;0;null
1407853876ec2eb;Cold Glass Wave (2);0.2784313725;0.2901960784;0.9294117647;13fefaf81a1a3cf;0;null
1406551fed4af57;Taiko Drum;0.8117647059;0.4509803922;0.231372549;13fefaf81a1a3cf;0;117
